Summary,Contract ID,Customer ID,Vehicle ID,Product ID
"Contract 13: Lease of Vehicle V4063 under Product P2029 with Lease Start Date: 2024-03-17, Lease Expiry Date: 2025-03-12, for 12 months, EMI 938 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",13,1143,V4063,P2029
"Contract 14: Lease of Vehicle V4078 under Product P2004 with Lease Start Date: 2025-06-06, Lease Expiry Date: 2028-05-21, for 36 months, EMI 958 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",14,4283,V4078,P2004
"Contract 15: Lease of Vehicle V4035 under Product P2008 with Lease Start Date: 2025-03-25, Lease Expiry Date: 2029-03-04, for 48 months, EMI 707 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",15,3303,V4035,P2008
"Contract 16: Lease of Vehicle V4012 under Product P2026 with Lease Start Date: 2024-10-09, Lease Expiry Date: 2027-09-24, for 36 months, EMI 978 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",16,1772,V4012,P2026
"Contract 17: Lease of Vehicle V4090 under Product P2014 with Lease Start Date: 2023-12-15, Lease Expiry Date: 2024-12-09, for 12 months, EMI 696 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",17,1333,V4090,P2014
"Contract 18: Lease of Vehicle V4015 under Product P2003 with Lease Start Date: 2023-09-13, Lease Expiry Date: 2027-08-23, for 48 months, EMI 917 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",18,1452,V4015,P2003
"Contract 19: Lease of Vehicle V4010 under Product P2046 with Lease Start Date: 2024-03-18, Lease Expiry Date: 2027-03-03, for 36 months, EMI 657 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",19,2233,V4010,P2046
"Contract 20: Lease of Vehicle V4054 under Product P2034 with Lease Start Date: 2025-06-05, Lease Expiry Date: 2029-05-15, for 48 months, EMI 886 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",20,1718,V4054,P2034
"Contract 21: Lease of Vehicle V4081 under Product P2022 with Lease Start Date: 2024-07-20, Lease Expiry Date: 2027-07-05, for 36 months, EMI 982 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",21,1718,V4081,P2022
"Contract 22: Lease of Vehicle V4046 under Product P2018 with Lease Start Date: 2024-03-19, Lease Expiry Date: 2027-03-04, for 36 months, EMI 617 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",22,1101,V4046,P2018
"Contract 23: Lease of Vehicle V4094 under Product P2014 with Lease Start Date: 2025-06-26, Lease Expiry Date: 2026-06-21, for 12 months, EMI 435 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: yes",23,1352,V4094,P2014
"Contract 24: Lease of Vehicle V4081 under Product P2048 with Lease Start Date: 2025-01-28, Lease Expiry Date: 2028-01-13, for 36 months, EMI 823 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",24,1902,V4081,P2048
"Contract 25: Lease of Vehicle V4059 under Product P2041 with Lease Start Date: 2025-07-10, Lease Expiry Date: 2029-06-19, for 48 months, EMI 575 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",25,1152,V4059,P2041
"Contract 26: Lease of Vehicle V4020 under Product P2035 with Lease Start Date: 2024-10-07, Lease Expiry Date: 2025-10-02, for 12 months, EMI 818 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",26,3437,V4020,P2035
"Contract 27: Lease of Vehicle V4088 under Product P2018 with Lease Start Date: 2024-11-06, Lease Expiry Date: 2025-11-01, for 12 months, EMI 924 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",27,1964,V4088,P2018
"Contract 28: Lease of Vehicle V4060 under Product P2030 with Lease Start Date: 2023-12-17, Lease Expiry Date: 2024-12-11, for 12 months, EMI 636 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",28,1495,V4060,P2030
"Contract 29: Lease of Vehicle V4064 under Product P2050 with Lease Start Date: 2024-11-18, Lease Expiry Date: 2028-10-28, for 48 months, EMI 608 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",29,1529,V4064,P2050
"Contract 30: Lease of Vehicle V4050 under Product P2002 with Lease Start Date: 2025-04-20, Lease Expiry Date: 2026-04-15, for 12 months, EMI 574 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",30,1131,V4050,P2002
"Contract 31: Lease of Vehicle V4085 under Product P2032 with Lease Start Date: 2024-05-22, Lease Expiry Date: 2025-05-17, for 12 months, EMI 826 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",31,2505,V4085,P2032
"Contract 32: Lease of Vehicle V4091 under Product P2034 with Lease Start Date: 2025-07-02, Lease Expiry Date: 2029-06-11, for 48 months, EMI 839 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",32,2775,V4091,P2034
"Contract 33: Lease of Vehicle V4001 under Product P2031 with Lease Start Date: 2023-09-26, Lease Expiry Date: 2025-09-15, for 24 months, EMI 683 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",33,3035,V4001,P2031
"Contract 34: Lease of Vehicle V4097 under Product P2019 with Lease Start Date: 2024-08-19, Lease Expiry Date: 2025-08-14, for 12 months, EMI 575 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",34,4645,V4097,P2019
"Contract 35: Lease of Vehicle V4043 under Product P2042 with Lease Start Date: 2024-08-07, Lease Expiry Date: 2026-07-28, for 24 months, EMI 945 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",35,1452,V4043,P2042
"Contract 36: Lease of Vehicle V4075 under Product P2039 with Lease Start Date: 2024-07-23, Lease Expiry Date: 2026-07-13, for 24 months, EMI 653 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",36,1558,V4075,P2039
"Contract 37: Lease of Vehicle V4071 under Product P2007 with Lease Start Date: 2024-01-15, Lease Expiry Date: 2026-12-30, for 36 months, EMI 428 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",37,1870,V4071,P2007
"Contract 38: Lease of Vehicle V4060 under Product P2042 with Lease Start Date: 2025-02-26, Lease Expiry Date: 2026-02-21, for 12 months, EMI 959 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",38,1014,V4060,P2042
"Contract 39: Lease of Vehicle V4020 under Product P2020 with Lease Start Date: 2023-09-24, Lease Expiry Date: 2025-09-13, for 24 months, EMI 475 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",39,1916,V4020,P2020
"Contract 40: Lease of Vehicle V4041 under Product P2049 with Lease Start Date: 2024-04-22, Lease Expiry Date: 2027-04-07, for 36 months, EMI 782 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",40,1053,V4041,P2049
"Contract 41: Lease of Vehicle V4055 under Product P2033 with Lease Start Date: 2023-10-06, Lease Expiry Date: 2027-09-15, for 48 months, EMI 920 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",41,1053,V4055,P2033
"Contract 42: Lease of Vehicle V4039 under Product P2046 with Lease Start Date: 2025-07-16, Lease Expiry Date: 2028-06-30, for 36 months, EMI 692 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",42,1161,V4039,P2046
"Contract 43: Lease of Vehicle V4069 under Product P2019 with Lease Start Date: 2024-06-27, Lease Expiry Date: 2027-06-12, for 36 months, EMI 523 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: yes",43,1701,V4069,P2019
"Contract 44: Lease of Vehicle V4088 under Product P2019 with Lease Start Date: 2025-05-14, Lease Expiry Date: 2027-05-04, for 24 months, EMI 547 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",44,1124,V4088,P2019
"Contract 45: Lease of Vehicle V4003 under Product P2001 with Lease Start Date: 2025-04-01, Lease Expiry Date: 2028-03-16, for 36 months, EMI 966 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",45,1255,V4003,P2001
"Contract 46: Lease of Vehicle V4042 under Product P2030 with Lease Start Date: 2024-07-03, Lease Expiry Date: 2025-06-28, for 12 months, EMI 904 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",46,2771,V4042,P2030
"Contract 47: Lease of Vehicle V4014 under Product P2016 with Lease Start Date: 2025-06-28, Lease Expiry Date: 2029-06-07, for 48 months, EMI 587 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",47,1286,V4014,P2016
"Contract 48: Lease of Vehicle V4047 under Product P2043 with Lease Start Date: 2024-04-18, Lease Expiry Date: 2026-04-08, for 24 months, EMI 678 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",48,1053,V4047,P2043
"Contract 49: Lease of Vehicle V4003 under Product P2037 with Lease Start Date: 2024-02-15, Lease Expiry Date: 2027-01-30, for 36 months, EMI 910 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",49,4094,V4003,P2037
"Contract 50: Lease of Vehicle V4009 under Product P2023 with Lease Start Date: 2024-12-06, Lease Expiry Date: 2025-12-01, for 12 months, EMI 964 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",50,1667,V4009,P2023
"Contract 51: Lease of Vehicle V4042 under Product P2014 with Lease Start Date: 2024-02-25, Lease Expiry Date: 2026-02-14, for 24 months, EMI 586 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",51,3287,V4042,P2014
"Contract 52: Lease of Vehicle V4073 under Product P2025 with Lease Start Date: 2024-06-09, Lease Expiry Date: 2028-05-19, for 48 months, EMI 885 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",52,1772,V4073,P2025
"Contract 53: Lease of Vehicle V4083 under Product P2000 with Lease Start Date: 2025-06-22, Lease Expiry Date: 2028-06-06, for 36 months, EMI 556 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",53,4750,V4083,P2000
"Contract 54: Lease of Vehicle V4032 under Product P2004 with Lease Start Date: 2024-02-03, Lease Expiry Date: 2025-01-28, for 12 months, EMI 754 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",54,1044,V4032,P2004
"Contract 55: Lease of Vehicle V4040 under Product P2021 with Lease Start Date: 2024-04-20, Lease Expiry Date: 2026-04-10, for 24 months, EMI 315 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",55,1811,V4040,P2021
"Contract 56: Lease of Vehicle V4089 under Product P2009 with Lease Start Date: 2025-07-20, Lease Expiry Date: 2028-07-04, for 36 months, EMI 351 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",56,1625,V4089,P2009
"Contract 57: Lease of Vehicle V4084 under Product P2013 with Lease Start Date: 2025-05-16, Lease Expiry Date: 2029-04-25, for 48 months, EMI 765 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",57,2052,V4084,P2013
"Contract 58: Lease of Vehicle V4029 under Product P2039 with Lease Start Date: 2024-11-17, Lease Expiry Date: 2025-11-12, for 12 months, EMI 623 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",58,1287,V4029,P2039
"Contract 59: Lease of Vehicle V4047 under Product P2028 with Lease Start Date: 2024-01-07, Lease Expiry Date: 2026-12-22, for 36 months, EMI 600 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",59,2183,V4047,P2028
"Contract 60: Lease of Vehicle V4083 under Product P2024 with Lease Start Date: 2024-07-09, Lease Expiry Date: 2028-06-18, for 48 months, EMI 978 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",60,1951,V4083,P2024
"Contract 61: Lease of Vehicle V4083 under Product P2026 with Lease Start Date: 2024-01-30, Lease Expiry Date: 2026-01-19, for 24 months, EMI 963 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",61,1082,V4083,P2026
"Contract 62: Lease of Vehicle V4032 under Product P2000 with Lease Start Date: 2024-03-30, Lease Expiry Date: 2026-03-20, for 24 months, EMI 427 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",62,1916,V4032,P2000
"Contract 63: Lease of Vehicle V4089 under Product P2007 with Lease Start Date: 2024-06-03, Lease Expiry Date: 2025-05-29, for 12 months, EMI 461 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",63,2647,V4089,P2007
"Contract 64: Lease of Vehicle V4070 under Product P2049 with Lease Start Date: 2024-04-05, Lease Expiry Date: 2026-03-26, for 24 months, EMI 930 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",64,2683,V4070,P2049
"Contract 65: Lease of Vehicle V4088 under Product P2004 with Lease Start Date: 2024-06-24, Lease Expiry Date: 2026-06-14, for 24 months, EMI 942 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",65,3438,V4088,P2004
"Contract 66: Lease of Vehicle V4028 under Product P2016 with Lease Start Date: 2024-10-04, Lease Expiry Date: 2028-09-13, for 48 months, EMI 663 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",66,5000,V4028,P2016
"Contract 67: Lease of Vehicle V4028 under Product P2039 with Lease Start Date: 2024-12-20, Lease Expiry Date: 2028-11-29, for 48 months, EMI 766 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",67,1044,V4028,P2039
"Contract 68: Lease of Vehicle V4077 under Product P2048 with Lease Start Date: 2024-10-11, Lease Expiry Date: 2026-10-01, for 24 months, EMI 968 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",68,3152,V4077,P2048
"Contract 69: Lease of Vehicle V4100 under Product P2025 with Lease Start Date: 2025-04-03, Lease Expiry Date: 2026-03-29, for 12 months, EMI 552 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",69,2700,V4100,P2025
"Contract 70: Lease of Vehicle V4057 under Product P2000 with Lease Start Date: 2024-07-10, Lease Expiry Date: 2027-06-25, for 36 months, EMI 349 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",70,2369,V4057,P2000
"Contract 71: Lease of Vehicle V4082 under Product P2009 with Lease Start Date: 2025-05-06, Lease Expiry Date: 2027-04-26, for 24 months, EMI 859 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",71,1772,V4082,P2009
"Contract 72: Lease of Vehicle V4057 under Product P2031 with Lease Start Date: 2023-10-19, Lease Expiry Date: 2026-10-03, for 36 months, EMI 990 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",72,1182,V4057,P2031
"Contract 73: Lease of Vehicle V4001 under Product P2020 with Lease Start Date: 2025-04-03, Lease Expiry Date: 2026-03-29, for 12 months, EMI 853 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",73,1862,V4001,P2020
"Contract 74: Lease of Vehicle V4094 under Product P2003 with Lease Start Date: 2024-04-28, Lease Expiry Date: 2027-04-13, for 36 months, EMI 344 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",74,1356,V4094,P2003
"Contract 75: Lease of Vehicle V4052 under Product P2011 with Lease Start Date: 2023-12-21, Lease Expiry Date: 2025-12-10, for 24 months, EMI 570 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",75,1365,V4052,P2011
"Contract 76: Lease of Vehicle V4065 under Product P2025 with Lease Start Date: 2024-02-03, Lease Expiry Date: 2025-01-28, for 12 months, EMI 886 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",76,1235,V4065,P2025
"Contract 77: Lease of Vehicle V4043 under Product P2028 with Lease Start Date: 2024-12-25, Lease Expiry Date: 2026-12-15, for 24 months, EMI 814 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",77,1365,V4043,P2028
"Contract 78: Lease of Vehicle V4032 under Product P2010 with Lease Start Date: 2024-01-24, Lease Expiry Date: 2027-01-08, for 36 months, EMI 323 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",78,1811,V4032,P2010
"Contract 79: Lease of Vehicle V4081 under Product P2006 with Lease Start Date: 2024-09-20, Lease Expiry Date: 2028-08-30, for 48 months, EMI 510 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",79,4127,V4081,P2006
"Contract 80: Lease of Vehicle V4035 under Product P2030 with Lease Start Date: 2024-11-10, Lease Expiry Date: 2027-10-26, for 36 months, EMI 868 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",80,2710,V4035,P2030
"Contract 81: Lease of Vehicle V4071 under Product P2019 with Lease Start Date: 2025-03-12, Lease Expiry Date: 2027-03-02, for 24 months, EMI 593 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",81,1131,V4071,P2019
"Contract 82: Lease of Vehicle V4047 under Product P2022 with Lease Start Date: 2024-07-11, Lease Expiry Date: 2026-07-01, for 24 months, EMI 523 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",82,1718,V4047,P2022
"Contract 83: Lease of Vehicle V4038 under Product P2031 with Lease Start Date: 2024-11-21, Lease Expiry Date: 2027-11-06, for 36 months, EMI 462 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",83,1718,V4038,P2031
"Contract 84: Lease of Vehicle V4093 under Product P2026 with Lease Start Date: 2024-06-17, Lease Expiry Date: 2026-06-07, for 24 months, EMI 604 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",84,3031,V4093,P2026
"Contract 85: Lease of Vehicle V4020 under Product P2030 with Lease Start Date: 2024-04-12, Lease Expiry Date: 2025-04-07, for 12 months, EMI 868 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",85,1793,V4020,P2030
"Contract 86: Lease of Vehicle V4087 under Product P2050 with Lease Start Date: 2024-04-04, Lease Expiry Date: 2027-03-20, for 36 months, EMI 304 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",86,1467,V4087,P2050
"Contract 87: Lease of Vehicle V4085 under Product P2008 with Lease Start Date: 2025-04-11, Lease Expiry Date: 2026-04-06, for 12 months, EMI 908 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",87,2195,V4085,P2008
"Contract 88: Lease of Vehicle V4094 under Product P2021 with Lease Start Date: 2025-03-16, Lease Expiry Date: 2027-03-06, for 24 months, EMI 901 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",88,1772,V4094,P2021
"Contract 89: Lease of Vehicle V4004 under Product P2050 with Lease Start Date: 2025-01-24, Lease Expiry Date: 2028-01-09, for 36 months, EMI 402 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",89,1745,V4004,P2050
"Contract 90: Lease of Vehicle V4091 under Product P2013 with Lease Start Date: 2024-12-30, Lease Expiry Date: 2027-12-15, for 36 months, EMI 897 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",90,2725,V4091,P2013
"Contract 91: Lease of Vehicle V4069 under Product P2048 with Lease Start Date: 2024-04-07, Lease Expiry Date: 2026-03-28, for 24 months, EMI 467 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",91,1688,V4069,P2048
"Contract 92: Lease of Vehicle V4050 under Product P2016 with Lease Start Date: 2024-12-22, Lease Expiry Date: 2028-12-01, for 48 months, EMI 390 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",92,2042,V4050,P2016
"Contract 93: Lease of Vehicle V4006 under Product P2015 with Lease Start Date: 2025-02-12, Lease Expiry Date: 2026-02-07, for 12 months, EMI 393 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",93,2703,V4006,P2015
"Contract 94: Lease of Vehicle V4068 under Product P2016 with Lease Start Date: 2025-04-16, Lease Expiry Date: 2029-03-26, for 48 months, EMI 356 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",94,3590,V4068,P2016
"Contract 95: Lease of Vehicle V4036 under Product P2004 with Lease Start Date: 2023-11-17, Lease Expiry Date: 2025-11-06, for 24 months, EMI 656 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",95,2552,V4036,P2004
"Contract 96: Lease of Vehicle V4031 under Product P2030 with Lease Start Date: 2024-12-20, Lease Expiry Date: 2026-12-10, for 24 months, EMI 313 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",96,1352,V4031,P2030
"Contract 97: Lease of Vehicle V4011 under Product P2042 with Lease Start Date: 2025-05-02, Lease Expiry Date: 2026-04-27, for 12 months, EMI 787 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: yes",97,1951,V4011,P2042
"Contract 98: Lease of Vehicle V4090 under Product P2024 with Lease Start Date: 2025-06-26, Lease Expiry Date: 2026-06-21, for 12 months, EMI 678 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",98,1553,V4090,P2024
"Contract 99: Lease of Vehicle V4018 under Product P2047 with Lease Start Date: 2023-12-17, Lease Expiry Date: 2024-12-11, for 12 months, EMI 623 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",99,2877,V4018,P2047
"Contract 100: Lease of Vehicle V4049 under Product P2001 with Lease Start Date: 2024-08-10, Lease Expiry Date: 2026-07-31, for 24 months, EMI 449 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",100,1080,V4049,P2001
"Contract 101: Lease of Vehicle V4022 under Product P2001 with Lease Start Date: 2023-11-24, Lease Expiry Date: 2024-11-18, for 12 months, EMI 712 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",101,1452,V4022,P2001
